Date,Open,High,Low,Close,Adj Close,Volume
2017-07-24,134.990005,135.160004,132.850006,133.009995,118.120384,8306700
2017-07-25,133.740005,133.850006,131.449997,131.880005,117.116875,6262900
2017-07-26,131.660004,132.240005,130.750000,130.949997,116.290977,5382200
2017-07-27,130.850006,131.149994,129.570007,130.830002,116.184425,5838100
2017-07-28,131.139999,131.990005,130.520004,131.850006,117.090248,4970900
2017-07-31,132.139999,133.580002,132.100006,132.720001,117.862839,5440800
2017-08-01,133.169998,133.350006,132.279999,132.509995,117.676361,3837600
2017-08-02,132.080002,132.500000,131.500000,132.160004,117.365524,4032100
2017-08-03,131.910004,133.399994,131.509995,133.350006,118.422333,4327300
2017-08-04,133.740005,134.009995,132.800003,133.179993,118.271362,3192800
2017-08-07,133.089996,133.479996,132.509995,132.860001,117.987183,3010800
2017-08-08,132.500000,132.800003,131.399994,132.270004,117.463257,5535800
2017-08-09,132.809998,133.410004,132.369995,133.229996,118.315750,6332300
2017-08-10,133.039993,133.850006,132.369995,133.089996,118.191444,5607900
2017-08-11,133.639999,134.490005,132.750000,133.100006,118.200333,4270600
2017-08-14,134.199997,134.369995,132.869995,133.479996,118.537773,3041100
2017-08-15,133.850006,133.940002,133.199997,133.380005,118.448967,3931800
2017-08-16,134.080002,134.970001,133.860001,134.169998,119.150543,4469900
2017-08-17,134.179993,134.740005,133.029999,133.039993,118.147041,5741400
2017-08-18,132.669998,133.779999,132.380005,132.630005,117.782928,4792800
2017-08-21,132.279999,133.649994,132.190002,133.449997,118.511116,4660000
2017-08-22,133.270004,134.789993,132.899994,134.699997,119.621216,4150300
2017-08-23,134.429993,134.490005,132.649994,132.800003,117.933899,5129900
2017-08-24,132.820007,133.080002,132.270004,132.889999,118.013824,5398400
2017-08-25,131.910004,132.559998,131.619995,131.679993,117.683144,4133300
2017-08-28,131.679993,132.119995,131.490005,131.740005,117.736809,5349200
2017-08-29,131.570007,132.449997,131.300003,132.210007,118.156822,3277900
2017-08-30,132.000000,132.000000,130.899994,131.070007,117.138000,5430800
2017-08-31,131.389999,132.500000,131.250000,132.369995,118.299812,7407100
2017-09-01,132.600006,132.649994,130.940002,131.029999,117.102242,3820800
2017-09-05,130.720001,131.179993,129.720001,129.899994,116.092361,5146600
2017-09-06,130.539993,131.000000,130.210007,130.669998,116.780487,5601900
2017-09-07,130.860001,132.520004,130.250000,132.190002,118.138939,3800200
2017-09-08,132.000000,132.339996,130.869995,130.979996,117.057564,4854400
2017-09-11,131.369995,133.339996,131.020004,133.210007,119.050537,5724200
2017-09-12,133.830002,133.880005,131.929993,132.630005,118.532196,5465200
2017-09-13,132.669998,133.750000,131.850006,132.449997,118.371277,4679500
2017-09-14,132.139999,134.470001,131.990005,134.179993,119.917389,6274500
2017-09-15,134.789993,135.449997,134.179993,134.449997,120.158699,15522000
2017-09-18,134.440002,135.770004,134.110001,135.380005,120.989861,5260800
2017-09-19,135.020004,135.789993,134.350006,135.220001,120.846893,4903800
2017-09-20,133.250000,134.289993,132.339996,133.220001,119.059448,8705500
2017-09-21,133.309998,133.820007,131.380005,131.750000,117.745720,6051800
2017-09-22,131.990005,132.389999,131.270004,131.389999,117.423958,4334900
2017-09-25,131.470001,131.759995,130.830002,131.169998,117.227348,6017400
2017-09-26,131.500000,131.940002,130.820007,130.940002,117.021820,4516200
2017-09-27,131.000000,131.089996,129.429993,129.750000,115.958290,5796100
2017-09-28,129.910004,130.270004,129.289993,129.470001,115.708054,3992700
2017-09-29,129.580002,130.470001,129.050003,130.009995,116.190659,5736900
2017-10-02,130.160004,131.330002,130.020004,131.220001,117.272049,4492900
2017-10-03,131.649994,132.399994,131.360001,132.100006,118.058495,3900800
2017-10-04,132.399994,133.179993,132.100006,132.889999,118.764526,3589000
2017-10-05,132.889999,133.309998,132.360001,133.190002,119.032639,3741100
2017-10-06,133.000000,133.250000,132.479996,133.220001,119.059448,2469500
2017-10-09,133.660004,133.820007,133.169998,133.449997,119.265022,3750500
2017-10-10,133.559998,134.130005,132.919998,133.899994,119.667168,4184600
2017-10-11,134.880005,137.080002,134.369995,136.649994,122.124863,8269400
2017-10-12,136.339996,137.520004,136.020004,136.830002,122.285751,5172800
2017-10-13,136.600006,137.419998,136.339996,136.429993,121.928261,4106600
2017-10-16,136.449997,137.259995,135.539993,136.119995,121.651192,5120100
2017-10-17,137.669998,141.119995,137.059998,140.789993,125.824814,11717300
2017-10-18,140.789993,141.580002,140.070007,140.679993,125.726517,6827700
2017-10-19,140.710007,142.979996,140.539993,142.039993,126.941917,9181300
2017-10-20,142.380005,143.619995,141.830002,142.399994,127.263702,5634500
2017-10-23,142.130005,144.350006,142.080002,143.619995,128.354004,6686000
2017-10-24,143.380005,143.380005,140.929993,141.639999,126.584457,6585800
2017-10-25,141.160004,143.229996,140.960007,142.360001,127.227928,6563600
2017-10-26,142.509995,143.750000,141.380005,141.809998,126.736382,5841100
2017-10-27,141.000000,142.699997,140.199997,141.779999,126.709572,5140100
2017-10-30,141.080002,141.210007,139.320007,140.000000,125.118805,6034300
2017-10-31,140.020004,140.259995,138.979996,139.410004,124.591499,4832100
2017-11-01,139.830002,140.589996,139.339996,139.979996,125.100914,5006800
2017-11-02,140.110001,140.289993,139.110001,139.929993,125.056221,3494100
2017-11-03,139.729996,140.399994,139.300003,140.080002,125.190285,2737000
2017-11-06,140.009995,140.490005,139.720001,139.759995,124.904312,4220700
2017-11-07,140.080002,140.149994,138.910004,139.770004,124.913269,4201900
2017-11-08,139.699997,141.869995,139.460007,141.320007,126.298477,4440700
2017-11-09,140.860001,141.410004,139.800003,140.350006,125.431557,3517100
2017-11-10,140.130005,140.130005,138.610001,139.559998,124.725540,4240800
2017-11-13,139.009995,140.020004,138.419998,139.759995,124.904312,4322300
2017-11-14,139.570007,140.279999,138.919998,139.490005,124.662994,4078200
2017-11-15,139.229996,139.830002,138.750000,139.100006,124.314438,4811500
2017-11-16,139.419998,139.679993,138.639999,138.869995,124.108887,4193800
2017-11-17,138.300003,138.860001,137.889999,138.000000,123.331360,4247400
2017-11-20,138.149994,138.559998,137.740005,137.929993,123.268814,4266300
2017-11-21,138.449997,139.259995,138.190002,138.339996,123.635246,5660600
2017-11-22,138.300003,138.380005,136.600006,137.289993,122.696831,3917000
2017-11-24,137.500000,138.380005,137.309998,138.009995,123.340302,2606800
2017-11-27,137.509995,138.309998,137.479996,138.100006,124.176521,3933100
2017-11-28,138.300003,140.529999,138.250000,140.020004,125.902977,5052800
2017-11-29,140.220001,140.630005,138.949997,139.809998,125.714157,5851400
2017-11-30,140.059998,140.279999,138.479996,139.330002,125.282539,8941900
2017-12-01,139.570007,140.529999,138.600006,139.979996,125.866989,5990500
2017-12-04,140.619995,141.500000,138.929993,139.009995,124.994804,5916700
2017-12-05,139.789993,140.809998,139.199997,139.669998,125.588234,6745300
2017-12-06,140.839996,141.960007,140.190002,141.059998,126.838097,5591700
2017-12-07,140.009995,141.500000,139.259995,140.009995,125.893959,4713100
2017-12-08,140.000000,140.759995,139.800003,140.589996,126.415474,5101300
2017-12-11,140.899994,141.169998,139.830002,141.139999,126.910019,4358600
2017-12-12,142.600006,143.570007,142.039993,142.600006,128.222855,8016700
2017-12-13,142.500000,143.429993,142.210007,142.889999,128.483582,6118400
2017-12-14,143.520004,143.619995,141.610001,141.649994,127.368637,5337900
2017-12-15,142.479996,143.139999,141.779999,142.460007,128.096954,12517000
2017-12-18,142.559998,143.800003,141.399994,141.800003,127.503502,5833200
2017-12-19,141.889999,142.380005,141.360001,141.779999,127.485535,6580100
2017-12-20,142.259995,142.580002,141.080002,141.160004,126.928024,6289800
2017-12-21,141.589996,142.169998,141.020004,141.059998,126.838097,6284700
2017-12-22,141.000000,141.350006,140.039993,140.119995,125.992874,4665600
2017-12-26,140.460007,140.539993,139.679993,140.089996,125.965897,3271100
2017-12-27,140.419998,141.149994,140.199997,140.570007,126.397484,3753600
2017-12-28,140.699997,141.000000,140.330002,140.559998,126.388489,2485000
2017-12-29,140.979996,141.210007,139.580002,139.720001,125.633209,4452900
2018-01-02,139.660004,139.949997,138.720001,139.229996,125.192619,6842100
2018-01-03,139.360001,140.679993,138.899994,140.559998,126.388489,5350500
2018-01-04,140.449997,141.139999,140.220001,140.550003,126.379517,4837600
2018-01-05,140.690002,141.820007,140.279999,141.710007,127.422585,6158800
2018-01-08,141.699997,142.000000,140.919998,141.889999,127.584427,5129800
2018-01-09,142.369995,145.679993,142.259995,144.139999,129.607590,8897000
2018-01-10,143.550003,144.160004,143.320007,143.970001,129.454727,6558600
2018-01-11,144.130005,144.899994,143.690002,144.789993,130.192047,4962200
2018-01-12,144.990005,146.419998,144.899994,145.759995,131.064255,5450600
2018-01-16,146.419998,148.059998,146.029999,146.860001,132.053299,8804000
2018-01-17,147.839996,148.320007,145.479996,146.979996,132.161224,10619700
2018-01-18,146.929993,147.440002,145.970001,146.919998,132.107315,5554800
2018-01-19,147.460007,147.649994,146.419998,147.360001,132.502960,8738800
2018-01-22,147.009995,148.139999,146.720001,148.139999,133.204300,7010400
2018-01-23,146.960007,147.440002,141.619995,141.830002,127.530464,17473600
2018-01-24,143.500000,143.559998,141.800003,142.070007,127.746277,13034400
2018-01-25,142.309998,144.660004,142.210007,144.399994,129.841354,7938800
2018-01-26,144.500000,145.600006,144.130005,145.330002,130.677643,8065600
2018-01-29,144.850006,144.940002,143.529999,143.679993,129.193924,8013400
2018-01-30,143.399994,143.820007,142.429993,142.429993,128.069992,8376100
2018-01-31,142.570007,142.570007,138.100006,138.190002,124.257492,13137400
2018-02-01,137.529999,140.669998,137.000000,140.020004,125.902977,9393600
2018-02-02,139.020004,140.360001,137.380005,137.679993,123.798897,9262500
2018-02-05,136.580002,137.000000,122.150002,130.389999,117.243889,19954100
2018-02-06,130.009995,132.990005,128.000000,131.830002,118.538681,19193500
2018-02-07,131.889999,133.429993,131.350006,131.419998,118.170029,10550400
2018-02-08,130.910004,131.250000,126.110001,126.360001,113.620186,11680200
2018-02-09,127.519997,130.919998,125.440002,129.529999,116.470596,15030900
2018-02-12,130.000000,131.320007,127.680000,130.270004,117.135979,9963900
2018-02-13,129.210007,130.600006,128.699997,129.960007,116.857231,6339000
2018-02-14,129.440002,130.009995,128.389999,129.669998,116.596466,6259700
2018-02-15,130.100006,131.279999,129.399994,131.229996,117.999176,5606400
2018-02-16,130.960007,134.449997,130.839996,133.149994,119.725601,7970100
2018-02-20,132.869995,133.449997,130.660004,130.869995,117.675468,6563500
2018-02-21,130.800003,132.429993,129.860001,129.910004,116.812263,6578000
2018-02-22,130.100006,131.020004,129.479996,129.910004,116.812263,5732200
2018-02-23,130.089996,132.080002,130.020004,132.020004,118.709549,5126800
2018-02-26,131.710007,133.410004,131.000000,132.070007,119.514923,6684400
2018-02-27,132.210007,133.089996,131.600006,131.669998,119.152969,7158600
2018-02-28,131.949997,132.330002,129.869995,129.880005,117.533142,7985900
2018-03-01,129.110001,130.119995,126.519997,127.279999,115.180298,9424000
2018-03-02,126.910004,129.110001,126.910004,128.820007,116.573883,6910400
2018-03-05,128.630005,130.300003,128.179993,129.789993,117.451660,5799800
2018-03-06,130.000000,130.199997,127.919998,128.220001,116.030945,5546500
2018-03-07,127.480003,129.330002,127.269997,129.039993,116.772964,6391700
2018-03-08,129.330002,132.300003,129.330002,132.059998,119.505882,6423400
2018-03-09,132.509995,133.820007,131.559998,133.800003,121.080444,7557800
2018-03-12,133.800003,134.229996,132.320007,132.630005,120.021721,4942000
2018-03-13,133.800003,135.389999,133.449997,134.350006,121.578194,9152300
2018-03-14,135.240005,135.699997,131.899994,132.320007,119.741158,6770600
2018-03-15,132.550003,134.240005,132.470001,133.059998,120.410835,6147200
2018-03-16,133.160004,134.399994,132.100006,133.679993,120.971886,14233500
2018-03-19,133.350006,133.470001,129.360001,130.240005,117.858894,6017000
2018-03-20,130.779999,131.779999,129.380005,131.210007,118.736687,6214300
2018-03-21,131.399994,132.779999,130.660004,131.190002,118.718605,5158700
2018-03-22,130.470001,130.679993,127.099998,127.379997,115.270782,7560100
2018-03-23,127.629997,127.800003,124.900002,125.099998,113.207527,8452500
2018-03-26,126.410004,127.540001,125.209999,127.389999,115.279816,8358200
2018-03-27,127.110001,129.100006,126.389999,127.209999,115.116943,7789900
2018-03-28,127.629997,129.020004,127.209999,127.449997,115.334114,6868500
2018-03-29,127.970001,128.759995,126.820000,128.149994,115.967575,6119400
2018-04-02,127.820000,127.879997,123.540001,124.559998,112.718857,8916900
2018-04-03,125.180000,128.490005,124.680000,128.350006,116.148582,8035000
2018-04-04,126.900002,131.119995,126.389999,130.410004,118.012749,7717100
2018-04-05,130.410004,131.199997,129.500000,130.710007,118.284218,5621700
2018-04-06,130.220001,130.639999,126.410004,128.100006,115.922340,6399300
2018-04-09,128.649994,131.139999,127.680000,129.479996,117.171158,6395800
2018-04-10,130.250000,130.910004,129.289993,130.250000,117.867950,6019300
2018-04-11,129.139999,130.350006,129.029999,129.630005,117.306885,4575400
2018-04-12,130.089996,131.309998,129.860001,130.429993,118.030830,4559800
2018-04-13,131.089996,131.419998,129.630005,130.619995,118.202766,4742300
2018-04-16,131.410004,132.880005,131.279999,131.759995,119.234398,6379600
2018-04-17,132.110001,132.199997,128.809998,130.539993,118.130371,11008700
2018-04-18,129.690002,129.899994,126.940002,127.720001,115.578461,9383600
2018-04-19,127.629997,128.270004,126.889999,127.550003,115.424614,5959500
2018-04-20,128.000000,128.300003,126.169998,126.660004,114.619225,7743900
2018-04-23,126.879997,127.300003,125.779999,126.830002,114.773064,7501900
2018-04-24,126.940002,127.459999,125.309998,126.190002,114.193901,6577500
2018-04-25,125.910004,126.849998,125.279999,126.760002,114.709717,5859600
2018-04-26,126.620003,129.220001,126.620003,128.009995,115.840889,8211100
2018-04-27,127.730003,128.789993,127.500000,128.270004,116.076157,4266800
2018-04-30,128.860001,128.979996,126.489998,126.489998,114.465393,8219400
2018-05-01,126.320000,126.639999,124.970001,126.010002,114.031029,5122600
2018-05-02,125.519997,126.180000,123.199997,123.500000,111.759628,7390800
2018-05-03,123.300003,123.690002,121.279999,123.029999,111.334305,7282900
2018-05-04,122.599998,124.510002,121.800003,124.190002,112.384033,6127600
2018-05-07,124.139999,125.239998,123.320000,123.589996,111.841087,6707900
2018-05-08,122.860001,123.489998,121.690002,122.610001,110.954239,5951800
2018-05-09,122.989998,124.050003,122.529999,123.510002,111.768661,6808600
2018-05-10,124.220001,126.050003,124.000000,125.349998,113.433754,4948000
2018-05-11,125.769997,127.599998,125.760002,127.239998,115.144073,5716700
2018-05-14,127.349998,127.610001,125.599998,126.059998,114.076256,6101600
2018-05-15,125.540001,125.830002,124.400002,125.129997,113.234665,5875700
2018-05-16,125.440002,125.900002,125.000000,125.349998,113.433754,3818100
2018-05-17,125.489998,125.589996,123.550003,123.849998,112.076370,6473400
2018-05-18,123.779999,124.440002,123.279999,124.239998,112.429276,5433900
2018-05-21,124.620003,124.989998,123.320000,123.720001,111.958733,5558700
2018-05-22,123.800003,124.239998,122.760002,122.910004,111.225723,7172700
2018-05-23,122.870003,123.970001,122.739998,123.449997,111.714378,4940800
2018-05-24,123.220001,123.389999,121.550003,122.250000,110.628456,6923600
2018-05-25,121.559998,122.800003,121.129997,121.470001,110.737854,4594800
2018-05-29,120.500000,120.800003,118.620003,119.400002,108.850754,9821900
2018-05-30,120.120003,121.580002,119.540001,120.970001,110.282028,6423700
2018-05-31,120.919998,121.250000,119.540001,119.620003,109.051308,10337500
2018-06-01,120.379997,121.320000,119.970001,121.260002,110.546394,5741000
2018-06-04,121.849998,122.370003,121.019997,121.949997,111.175438,4853000
2018-06-05,122.050003,122.559998,120.900002,121.480003,110.746971,5125400
2018-06-06,121.970001,122.790001,121.459999,122.790001,111.941238,6799300
2018-06-07,123.000000,123.489998,122.269997,123.330002,112.433517,7414100
2018-06-08,123.360001,124.849998,123.330002,124.059998,113.099022,6208100
2018-06-11,124.269997,124.339996,122.550003,122.660004,111.822723,5571400
2018-06-12,123.160004,123.180000,121.949997,122.540001,111.713326,5227300
2018-06-13,123.150002,124.089996,122.459999,122.629997,111.795364,5836900
2018-06-14,122.709999,123.150002,122.089996,122.410004,111.594803,5239200
2018-06-15,122.099998,122.730003,121.239998,122.610001,111.777145,13173500
2018-06-18,121.610001,121.809998,120.250000,121.320000,110.601105,6787400
2018-06-19,120.660004,123.169998,120.570000,122.570000,111.740669,8572400
2018-06-20,122.419998,122.660004,121.660004,122.040001,111.257507,6277200
2018-06-21,121.830002,122.239998,121.110001,121.449997,110.719620,4417200
2018-06-22,121.680000,123.379997,121.650002,122.839996,111.986809,9501400
2018-06-25,122.820000,123.430000,121.510002,122.589996,111.758888,8170500
2018-06-26,122.489998,122.889999,121.599998,122.349998,111.540100,5496400
2018-06-27,122.129997,122.970001,121.449997,121.610001,110.865479,5666000
2018-06-28,121.779999,122.410004,121.070000,122.000000,111.221024,5296800
2018-06-29,122.239998,123.180000,121.190002,121.339996,110.619331,7308700
2018-07-02,121.339996,121.730003,120.110001,121.580002,110.838127,5481400
2018-07-03,121.650002,123.459999,121.260002,122.709999,111.868301,4248100
2018-07-05,123.599998,125.120003,123.230003,125.000000,113.955978,7319100
2018-07-06,125.160004,125.919998,124.610001,125.750000,114.639694,7297900
2018-07-09,126.220001,126.750000,125.599998,126.050003,114.913200,6706100
2018-07-10,126.370003,127.519997,126.110001,127.379997,116.125694,5075600
2018-07-11,127.410004,127.440002,126.059998,126.239998,115.086411,4827400
2018-07-12,127.709999,128.210007,127.169998,127.760002,116.472115,6199000
2018-07-13,125.320000,127.500000,125.320000,125.930000,114.803802,8250200
2018-07-16,126.000000,126.099998,124.160004,124.690002,113.673347,7314400
2018-07-17,128.529999,130.539993,127.559998,129.110001,117.702843,12858700
